"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"RNA transport",4.60242161716012e-09,1.97823709208852e-07,0.761460801445585,0.272961417858984,2.85870525357194,144,"EEF1A1;EIF4A2;EIF3J;PNN;DDX39B;EIF4G2;GEMIN6;EIF5;POP5;EIF3G;EIF3A;MAGOHB;POP4;TACC3;PABPC1;RBM8A;EIF2B5;EIF4G1;EIF4A3;EIF2S1;XPOT;UBE2I;NUP88;EIF3D;GEMIN7;PAIP1;EIF3H;PYM1;RAE1;MAGOH;RNPS1;EIF2S2;THOC2;NXF1;PHAX;ALYREF;DDX20;EIF4B;CYFIP1;SUMO1;THOC5;NUP37;SAP18;UPF2;UPF3B;EIF3E;NUP43;CLNS1A;EIF4E2;NUP133;RAN;STRAP;RANGAP1;EIF4EBP1;KPNB1;EIF2B2;NUP205;NUP85;RANBP2;POP7;NUPL2;NUP58;SRRM1;FXR1;THOC3;NUP50;PRMT5;EIF3F;EIF3I;PABPC1L;NUP153;NUP98;GEMIN2;EIF4E;EIF4EBP2;NUP54;EIF3B;AAAS;TPR;EIF2B3;NUP155;EIF4A1;EIF1AX;EIF4G3;SEC13;EIF5B;THOC7;SUMO3;EIF2B1;NCBP1;RPP30;SUMO2;NDC1;NUP107;NUP93;PABPC4;THOC6;SNUPN;ACIN1;XPO1;EIF1;GEMIN4;RPP40;NUP62"
"Protein processing in endoplasmic reticulum",1.36550901990964e-08,4.67307531257965e-07,0.747739663149885,0.265396125375221,2.77947449071257,144,"DDIT3;RBX1;PPP1R15A;HSP90AB1;HSPA5;P4HB;HSPA1A;HERPUD1;SEC61B;DAD1;DDOST;DNAJB11;CAPN2;FBXO2;CALR;HSPA8;HSPA1B;CAPN1;SKP1;PDIA6;NFE2L2;SAR1A;PDIA4;DNAJA1;MAP2K7;ATF6B;LMAN1;BAG1;XBP1;DERL1;SSR3;ATF4;SEC61G;BCAP31;RAD23A;VCP;PLAA;DNAJB2;DNAJB1;LMAN2;EIF2S1;SEC31A;RAD23B;MOGS;DERL2;RPN2;CKAP4;RPN1;SIL1;TUSC3;DNAJC1"
"Thermogenesis",8.59940749577559e-08,2.64861750869888e-06,0.704975715167238,0.234215332537466,2.7289005518022,172,"ACTG1;UQCRB;NDUFS5;COX6C;ATP5PF;NDUFB3;ATP5MF;NDUFC2;NDUFA13;NDUFS6;NDUFA4;COX7B;UQCR10;NDUFA8;ATP5F1E;NDUFB8;ATP5PO;NDUFB6;NDUFA12;COA3;ATP5PD;ATP5MC1;NDUFB4;SDHC;NDUFS1;NDUFB2;ACTB;ATP5F1C;COX7A2;NDUFAB1;ATP5MC3;COX6A1;NDUFB5;KDM1A;NDUFV2;ATP5F1A;NDUFS8;CPT2;COX5A;ATP5PB;NDUFB9;ATP5F1B;UQCR11;NDUFA9;COX20;COX14;SMARCB1;NDUFA6;SDHB;UQCRC2;UQCRC1;RHEB;NDUFA11;NDUFAF7;NDUFA5;MAPK14;UQCRFS1;ACSL1;SDHA;SMARCD1"
"Systemic lupus erythematosus",1.09363493345656e-05,0.000210524724690388,0.593325476396405,0.416184209493736,2.71557266255853,38,"H3F3A;H2AFZ;HIST1H2BD;HIST1H2AC;H2AFY;H2AFJ;SNRPD3;ACTN4;H2AFX;SSB;SNRPD1;HIST1H4C;HIST2H2BE;C3;HIST1H2BG;HIST1H2BC;H2AFV;SNRPB;HIST1H2AE;ACTN1;HIST1H3G;H3F3B;HIST3H2A;HIST1H2AG;HIST1H3H;HIST2H2AC;HIST1H2BN"
"Non-alcoholic fatty liver disease (NAFLD)",8.44203789633539e-07,1.85724833719379e-05,0.659444398037935,0.252611072006025,2.50687120150553,125,"DDIT3;UQCRB;NDUFS5;COX6C;NDUFB3;NDUFC2;NDUFA13;NDUFS6;IRS2;NDUFA4;COX7B;UQCR10;NDUFA8;NDUFB8;NDUFB6;NDUFA12;CYCS;NDUFB4;SDHC;NDUFS1;NDUFB2;XBP1;COX7A2;ATF4;NDUFAB1;COX6A1;NDUFB5;NDUFV2;TNFRSF1A;NDUFS8;COX5A;NDUFB9;UQCR11;NDUFA9;ITCH;EIF2S1;NDUFA6;RAC1;SDHB;UQCRC2;UQCRC1;NDUFA11;NDUFA5;PIK3R3;UQCRFS1;SDHA;NDUFA1;MAP3K11;IL1B;UQCRH"
"Cysteine and methionine metabolism",0.000782122965060572,0.010949721510848,0.477270815362862,0.368948789486941,2.29650682497899,33,"AHCY;DNMT1;MAT2A;MTAP;LDHB;LDHA;MDH1;BCAT1;BCAT2;GCLM;TST;SRM;ENOPH1;GOT1;SDSL;MDH2;GSS;SMS;MPST"
"Ferroptosis",0.000375384217530832,0.00642324105552756,0.49849310876659,0.386957018470375,2.27642239655024,31,"FTL;VDAC2;PCBP1;SAT1;GCLM;ACSL1;FTH1;MAP1LC3B;SLC11A2;VDAC3;SLC7A11;TP53;GPX4;PRNP;SAT2;NCOA4;ATG5;GSS;SLC3A2;HMOX1"
"Oocyte meiosis",0.000541185799168342,0.00793739172113568,0.477270815362862,0.24818029424577,2.18036486676678,80,"RBX1;YWHAB;CDC26;PPP1CC;SKP1;PTTG1;CALM1;YWHAZ;PPP2R5C;CCNB2;ANAPC7;CCNB1;YWHAH;PLK1;ANAPC5;CALM2;AURKA;CCNE2;CDC20;ANAPC4;CDC23;MAD1L1;ANAPC11;ANAPC13;PKMYT1;MAD2L1;SMC3;CDK1;MAP2K1;CDK2;BUB1;PPP2R1B;YWHAG;CCNE1;MAD2L2;PPP2R1A;PPP1CA;MAPK1;FBXO5;PPP2CA;SMC1A;CDC25C;SGO1;YWHAQ;CAMK2G;IGF1R;ANAPC2;CUL1;CAMK2D;ESPL1;PPP2R5E;PPP2R5D;PPP3CB;ANAPC1;CALM3;ITPR3;FBXW11;CDC16;YWHAE"
"Glutathione metabolism",0.00162071270437344,0.0184881301091489,0.45505986738723,0.350244340443427,2.18008173805668,33,"IDH1;MGST1;MGST3;GGCT;ODC1;G6PD;GSTK1;GSTO1;GCLM;GPX8;SRM;GSTP1;GPX4;GSS;RRM2;SMS;CHAC1;MGST2;PGD;RRM1;IDH2;GSTT2B;GGT7;RRM2B;GSTM3;CHAC2;TXNDC12;LAP3"
"Pathogenic Escherichia coli infection",0.00131098713477375,0.0164029387059869,0.45505986738723,0.321514847406204,2.1731353147862,40,"ACTG1;CLDN1;ITGB1;RHOA;NCL;TUBB4B;TUBA1B;ACTB;ARPC1A;YWHAZ;TUBA4A;ARPC4;TUBA1A;ARPC3;TUBB;TUBA1C;EZR;KRT18;ARHGEF2;ARPC5L;CTNNB1;CDH1;TUBB3;ARPC5;TUBB6;YWHAQ;WASL;ARPC1B;NCK1;ROCK1;CDC42"
"Glycine, serine and threonine metabolism",0.00365028631562286,0.0330672995650541,0.431707695803346,0.458601150261117,2.13840747264955,17,"GCSH;PSAT1;GRHPR;ALDH7A1;PHGDH;PSPH;SDSL;GCAT;PGAM1;DLD;SHMT2;BPGM"
"mRNA surveillance pathway",0.000410529738212538,0.00665490312470851,0.49849310876659,0.238622264039428,2.07603351747542,76,"CSTF3;PNN;PPP1CC;DDX39B;PELO;MAGOHB;PPP2R5C;PABPC1;RBM8A;NUDT21;SMG1;PABPN1;CPSF6;EIF4A3;CSTF1;PYM1;PCF11;MAGOH;RNPS1;NXF1;SSU72;ALYREF;PAPOLA;FIP1L1;SAP18;GSPT1;UPF2;UPF3B"
"Viral myocarditis",0.00196694086522573,0.0201939262163175,0.431707695803346,0.353829243112807,2.0462758585491,29,"ACTG1;ABL2;HLA-B;CYCS;EIF4G2;ACTB;CD55;DAG1;EIF4G1;CXADR;RAC1;HLA-A;HLA-F;HLA-C;CASP3;SGCB"
"Fatty acid degradation",0.00450165625020636,0.039614575001816,0.407017918923954,0.347682178319218,2.01455878704832,28,"ECI2;HADH;ECHS1;ALDH9A1;CPT2;ALDH3A2;ACAT1;ALDH7A1;ACOX1;ACSL1;ACADM;ADH5;ACADVL;ACAA2;HADHB;ALDH2;GCDH;ACAT2;ACAA1;ECI1;HADHA"
"Leukocyte transendothelial migration",0.0014365542946091,0.0170176431822925,0.45505986738723,0.248844796967382,1.99558356762607,64,"ACTG1;CLDN1;CLDN4;ITGB1;RHOA;ACTN4;ACTB;CYBA;GNAI1;RAC1;MAPK14;PIK3R3;VCL;MYL12A;ARHGAP35;ACTN1;RAP1A;EZR;GNAI3;MYL9;MMP2;PTPN11;CLDN9;BCAR1;ESAM;SIPA1;VAV3;MYL12B;NCF2;PIK3R1;CLDN7;CTNNB1;ICAM1;RAP1B;VASP"
"Retrograde endocannabinoid signaling",0.00175310809919801,0.0192841890911782,0.45505986738723,0.228424453835871,1.96409538441335,78,"NDUFS5;NDUFB3;NDUFC2;NDUFA13;NDUFS6;NDUFA4;NDUFA8;NDUFB8;NDUFB6;NDUFA12;NDUFB4;NDUFS1;NDUFB2;GNB2;NDUFAB1;NDUFB5;NDUFV2;GNAI1;NDUFS8;NDUFB9;NDUFA9;NDUFA6;PTGS2;NDUFA11;FAAH;NDUFA5;MAPK14"
"Phagosome",0.00133140736249893,0.0164029387059869,0.45505986738723,0.228044987536486,1.95843043183138,81,"ACTG1;SEC61B;ATP6V0E1;HLA-B;CALR;ITGB1;TUBB4B;TUBA1B;ACTB;CYBA;TUBA4A;SEC61G;ATP6V1H;C3;TAP2;TAP1;RAC1;TUBA1A;HLA-A;ATP6V1B2;ATP6V0D1;TUBB;TUBA1C;HLA-F;HLA-C;ATP6V1G1;DYNC2H1;ATP6V1E1;STX18;LAMP2;NCF2;LAMP1;CTSL;ATP6AP1;ATP6V1D;HLA-E;TUBB3;DYNC1I2;TUBB6;PIK3C3;SEC61A1;RAB5A;DYNC1LI1;ITGAV;ATP6V0B;DYNC1LI2"
"p53 signaling pathway",0.00273923362609498,0.0255661805102198,0.431707695803346,0.237579424593188,1.90524214893015,64,"PERP;CYCS;CD82;BCL2L1;SERPINE1;GTSE1;CCNB2;SERPINB5;CCNB1;CDK6;CDKN1A;COP1;CCNE2;BBC3;GADD45A;TP53;GADD45B;CASP3;CDK4;GORAB;CDK1;RRM2;CHEK2;SIVA1;CDK2;CCNE1;IGFBP3;EI24;CHEK1;CCNG2;SFN;SESN2;SIAH1;PMAIP1;BAX;RRM2B;MDM4;DDB2;TNFRSF10B;TP53I3;TSC2;CCND3;BID"
"Cellular senescence",0.00100027811849616,0.0133950287172529,0.45505986738723,0.178409628835517,1.80118396334329,129,"MYC;SLC25A5;VDAC1;SLC25A6;VDAC2;CAPN2;ZFP36L1;HLA-B;PPP1CC;CAPN1;SERPINE1;CALM1;CCNB2;SLC25A4;CCNB1;CDK6;MAP2K2;CDKN1A;CALM2;E2F1;HLA-A;RHEB;CCNE2;FOXO3;MAPK14;PIK3R3;GADD45A;VDAC3;TP53;PPID;GADD45B;RAD1;HLA-F;MYBL2;HLA-C;ETS1;CDK4;SQSTM1;EIF4EBP1;LIN9;CDK1;CHEK2;MAP2K1;CDK2;KRAS;FOXO1;CCNE1;NFATC3;MRAS;PIK3R1;IGFBP3;CHEK1;HRAS;E2F2;PPP1CA;CDC25A;HLA-E;TGFBR1;MAPK1"
"Apoptosis",0.00190887744554204,0.0201939262163175,0.45505986738723,0.180836460338715,1.7671531913001,107,"ACTG1;DDIT3;BIRC3;FADD;CAPN2;LMNA;CTSD;CAPN1;CYCS;BCL2L1;FOS;TUBA1B;CTSZ;ACTB;BIRC2;ATF4;TUBA4A;TRADD;TNFRSF1A;TNFSF10;ENDOG;EIF2S1;LMNB1;MAP2K2;AIFM1;CTSF;TUBA1A;BBC3;CASP6;PIK3R3;GADD45A;PARP2;TP53;TUBA1C;GADD45B;MCL1;BCL2L11"
"Necroptosis",0.00222503887801063,0.0221068378847508,0.431707695803346,0.184568908885009,1.7590623959483,102,"SLC25A5;FTL;HSP90AB1;VDAC1;SLC25A6;BIRC3;H2AFZ;HIST1H2AC;VDAC2;FADD;H2AFY;CAPN2;H2AFJ;CAPN1;PPIA;HMGB1;H2AFX;BIRC2;TRADD;SLC25A4;TNFRSF1A;TNFSF10;PYGL;AIFM1;H2AFV;FTH1;PARP2;JAK1;VDAC3;HIST1H2AE;TNFAIP3;PPID;IL1B;CHMP2B;FAF1"
"Epstein-Barr virus infection",0.00232417241758581,0.0223701595192634,0.431707695803346,0.168268871190502,1.75141299792428,142,"MYC;SEM1;IRF3;FADD;HLA-B;RELB;CALR;CYCS;PSMD1;TAPBP;MAP2K7;PSMD12;B2M;PSMD2;TRADD;PSMC6;HDAC1;PSMC2;PSMC4;TAP2;TAP1;CDK6;VIM;PSMC1;CDKN1A;RAC1;HES1;E2F1;PSMC3;HLA-A;CCNE2;MAPK14;PIK3R3;GADD45A;JAK1;PSMC5;TP53;TNFAIP3;GADD45B;SAP30;BCL2L11;ADRM1;HLA-F;HLA-C;ISG15;CASP3;CDK4;NCOR2;HDAC2;PSMD7;NEDD4;IRAK1;CDK2;NFKBIA;CD58;PSMD14;DDX58;PSMD8;CCNE1;PIK3R1;PDIA3;SKP2;MYD88;E2F2;ICAM1;HLA-E;EIF2AK2;RBPJ;TRAF2"
